Mode,Indicator,Date,Week Num,Lowest,Current,Last Year
Aviation,U.S. Domestic Commercial Flights (Departures),09/08/2020,37,6679,14133,27378
Aviation,U.S. Domestic Commercial Flights (Departures),09/09/2020,37,6679,15121,27526
Aviation,U.S. Domestic Commercial Flights (Departures),09/10/2020,37,6679,16353,28588
Aviation,U.S. Domestic Commercial Flights (Departures),09/11/2020,37,6679,15887,28257
Aviation,U.S. Domestic Commercial Flights (Departures),09/12/2020,37,6679,13330,21216
Aviation,U.S. International Commercial Flights (Departures),09/06/2020,37,326,1048,4190
Aviation,U.S. International Commercial Flights (Departures),09/07/2020,37,326,1008,4033
Aviation,U.S. International Commercial Flights (Departures),09/08/2020,37,326,917,3909
Aviation,U.S. International Commercial Flights (Departures),09/09/2020,37,326,963,4004
Aviation,U.S. International Commercial Flights (Departures),09/10/2020,37,326,1084,4185
Aviation,U.S. International Commercial Flights (Departures),09/11/2020,37,326,1099,4190
Aviation,U.S. International Commercial Flights (Departures),09/12/2020,37,326,1201,4247
Aviation,U.S. Domestic Commercial Flights (Departures),09/13/2020,38,6679,14720,25854
Aviation,U.S. Domestic Commercial Flights (Departures),09/14/2020,38,6679,14919,27205
Aviation,U.S. Domestic Commercial Flights (Departures),09/15/2020,38,6679,14172,27294
Aviation,U.S. Domestic Commercial Flights (Departures),09/16/2020,38,6679,14992,27660
Aviation,U.S. Domestic Commercial Flights (Departures),09/17/2020,38,6679,16304,27748
Aviation,U.S. Domestic Commercial Flights (Departures),09/18/2020,38,6679,16018,28234
Aviation,U.S. Domestic Commercial Flights (Departures),09/19/2020,38,6679,13170,21459
Aviation,U.S. International Commercial Flights (Departures),09/13/2020,38,326,1156,4174
Aviation,U.S. International Commercial Flights (Departures),09/14/2020,38,326,1047,4095
Aviation,U.S. International Commercial Flights (Departures),09/15/2020,38,326,907,3929
Aviation,U.S. International Commercial Flights (Departures),09/16/2020,38,326,987,3997
Aviation,U.S. International Commercial Flights (Departures),09/17/2020,38,326,1111,3962
Aviation,U.S. International Commercial Flights (Departures),09/18/2020,38,326,1122,4078
Aviation,U.S. International Commercial Flights (Departures),09/19/2020,38,326,1157,4168
Aviation,People Screened at All Airports,09/13/2020,38,88341,812449,2415144
Aviation,People Screened at All Airports,09/14/2020,38,88341,731737,2326934
Aviation,People Screened at All Airports,09/15/2020,38,88341,522883,1944290
Aviation,People Screened at All Airports,09/16/2020,38,88341,578841,2077349
Aviation,People Screened at All Airports,09/17/2020,38,88341,787959,2383340
Aviation,People Screened at All Airports,09/18/2020,38,88341,813310,2497823
Aviation,People Screened at All Airports,09/19/2020,38,88341,639891,1875543
Aviation,U.S. Domestic Commercial Flights (Departures),09/20/2020,39,6679,14926,26083
Aviation,U.S. Domestic Commercial Flights (Departures),09/21/2020,39,6679,15107,27156
Aviation,U.S. Domestic Commercial Flights (Departures),09/22/2020,39,6679,14516,27131
Aviation,U.S. Domestic Commercial Flights (Departures),09/23/2020,39,6679,15331,27650
Aviation,U.S. Domestic Commercial Flights (Departures),09/24/2020,39,6679,16566,28953
Aviation,U.S. Domestic Commercial Flights (Departures),09/25/2020,39,6679,16054,27414
Aviation,U.S. Domestic Commercial Flights (Departures),09/26/2020,39,6679,13498,21390
Aviation,U.S. International Commercial Flights (Departures),09/20/2020,39,326,1186,4158
Aviation,U.S. International Commercial Flights (Departures),09/21/2020,39,326,1089,4053
Aviation,U.S. International Commercial Flights (Departures),09/22/2020,39,326,946,3843
Aviation,U.S. International Commercial Flights (Departures),09/23/2020,39,326,1027,4013
Aviation,U.S. International Commercial Flights (Departures),09/24/2020,39,326,1151,4137
Aviation,U.S. International Commercial Flights (Departures),09/25/2020,39,326,1152,4116
Aviation,U.S. International Commercial Flights (Departures),09/26/2020,39,326,1220,4194
Aviation,People Screened at All Airports,09/20/2020,39,88341,850203,2454967
Aviation,People Screened at All Airports,09/21/2020,39,88341,773515,2359699
Aviation,People Screened at All Airports,09/22/2020,39,88341,551887,1965774
Aviation,People Screened at All Airports,09/23/2020,39,88341,609676,2119289
Aviation,People Screened at All Airports,09/24/2020,39,88341,828880,2439395
Aviation,People Screened at All Airports,09/25/2020,39,88341,842215,2474047
Aviation,People Screened at All Airports,09/26/2020,39,88341,660084,1901407
